sex,age,cause,ci_rate,provenance
M,76,ami,0.009113931,[std] extrapolation above [S3]'s age-60 anchor with the 40-to-60 log-slope decaying geometrically at 0.90 a year; continuing the undamped slope gives a cancer rate above 1 before age 100
M,76,stroke,0.006889331,[std] extrapolation above [S3]'s age-60 anchor with the 40-to-60 log-slope decaying geometrically at 0.90 a year; continuing the undamped slope gives a cancer rate above 1 before age 100
M,76,other,0.004460953,"[std] the five remaining 중대한 질병, the four 중대한 수술 and 중대한 화상 및 부식 as 10.5% of the three headline rates: [S4]'s published 3대-to-17대 office premium step of 5.30% divided by the 50.6% share the CI benefit takes of the risk premium at male 40 in [S3]'s 보장위험별 연간보험료 disclosure"
M,76,ltc,0.005071479,"[std] 장기요양 1·2등급 inception, 0.12% at 65 growing 14% a year, a placeholder for the construction LTC_KR_S owns; scaled so the 65+ mean is of the order of the 0.5% a year implied by [REG-R42]'s 154,688 1·2등급 인정자 against the 65+ population at an assumed three-year mean duration. Nil below 65: the 노인성 질병 route under 65 [REG-R55] is not modelled"
M,77,cancer,0.027013009,[std] extrapolation above [S3]'s age-60 anchor with the 40-to-60 log-slope decaying geometrically at 0.90 a year; continuing the undamped slope gives a cancer rate above 1 before age 100
M,77,ami,0.009267534,[std] extrapolation above [S3]'s age-60 anchor with the 40-to-60 log-slope decaying geometrically at 0.90 a year; continuing the undamped slope gives a cancer rate above 1 before age 100
M,77,stroke,0.006975092,[std] extrapolation above [S3]'s age-60 anchor with the 40-to-60 log-slope decaying geometrically at 0.90 a year; continuing the undamped slope gives a cancer rate above 1 before age 100
M,77,other,0.004541842,"[std] the five remaining 중대한 질병, the four 중대한 수술 and 중대한 화상 및 부식 as 10.5% of the three headline rates: [S4]'s published 3대-to-17대 office premium step of 5.30% divided by the 50.6% share the CI benefit takes of the risk premium at male 40 in [S3]'s 보장위험별 연간보험료 disclosure"
M,77,ltc,0.005781486,"[std] 장기요양 1·2등급 inception, 0.12% at 65 growing 14% a year, a placeholder for the construction LTC_KR_S owns; scaled so the 65+ mean is of the order of the 0.5% a year implied by [REG-R42]'s 154,688 1·2등급 인정자 against the 65+ population at an assumed three-year mean duration. Nil below 65: the 노인성 질병 route under 65 [REG-R55] is not modelled"
M,78,cancer,0.027500009,[std] extrapolation above [S3]'s age-60 anchor with the 40-to-60 log-slope decaying geometrically at 0.90 a year; continuing the undamped slope gives a cancer rate above 1 before age 100
M,78,ami,0.009407989,[std] extrapolation above [S3]'s age-60 anchor with the 40-to-60 log-slope decaying geometrically at 0.90 a year; continuing the undamped slope gives a cancer rate above 1 before age 100
M,78,stroke,0.00705319,[std] extrapolation above [S3]'s age-60 anchor with the 40-to-60 log-slope decaying geometrically at 0.90 a year; continuing the undamped slope gives a cancer rate above 1 before age 100
M,78,other,0.004615925,"[std] the five remaining 중대한 질병, the four 중대한 수술 and 중대한 화상 및 부식 as 10.5% of the three headline rates: [S4]'s published 3대-to-17대 office premium step of 5.30% divided by the 50.6% share the CI benefit takes of the risk premium at male 40 in [S3]'s 보장위험별 연간보험료 disclosure"
M,78,ltc,0.006590894,"[std] 장기요양 1·2등급 inception, 0.12% at 65 growing 14% a year, a placeholder for the construction LTC_KR_S owns; scaled so the 65+ mean is of the order of the 0.5% a year implied by [REG-R42]'s 154,688 1·2등급 인정자 against the 65+ population at an assumed three-year mean duration. Nil below 65: the 노인성 질병 route under 65 [REG-R55] is not modelled"
M,79,cancer,0.027945811,[std] extrapolation above [S3]'s age-60 anchor with the 40-to-60 log-slope decaying geometrically at 0.90 a year; continuing the undamped slope gives a cancer rate above 1 before age 100
M,79,ami,0.009536217,[std] extrapolation above [S3]'s age-60 anchor with the 40-to-60 log-slope decaying geometrically at 0.90 a year; continuing the undamped slope gives a cancer rate above 1 before age 100
M,79,stroke,0.007124225,[std] extrapolation above [S3]'s age-60 anchor with the 40-to-60 log-slope decaying geometrically at 0.90 a year; continuing the undamped slope gives a cancer rate above 1 before age 100
M,79,other,0.004683657,"[std] the five remaining 중대한 질병, the four 중대한 수술 and 중대한 화상 및 부식 as 10.5% of the three headline rates: [S4]'s published 3대-to-17대 office premium step of 5.30% divided by the 50.6% share the CI benefit takes of the risk premium at male 40 in [S3]'s 보장위험별 연간보험료 disclosure"
M,79,ltc,0.007513619,"[std] 장기요양 1·2등급 inception, 0.12% at 65 growing 14% a year, a placeholder for the construction LTC_KR_S owns; scaled so the 65+ mean is of the order of the 0.5% a year implied by [REG-R42]'s 154,688 1·2등급 인정자 against the 65+ population at an assumed three-year mean duration. Nil below 65: the 노인성 질병 route under 65 [REG-R55] is not modelled"
M,80,cancer,0.028353209,[std] extrapolation above [S3]'s age-60 anchor with the 40-to-60 log-slope decaying geometrically at 0.90 a year; continuing the undamped slope gives a cancer rate above 1 before age 100
M,80,ami,0.009653117,[std] extrapolation above [S3]'s age-60 anchor with the 40-to-60 log-slope decaying geometrically at 0.90 a year; continuing the undamped slope gives a cancer rate above 1 before age 100
M,80,stroke,0.007188769,[std] extrapolation above [S3]'s age-60 anchor with the 40-to-60 log-slope decaying geometrically at 0.90 a year; continuing the undamped slope gives a cancer rate above 1 before age 100
M,80,other,0.004745485,"[std] the five remaining 중대한 질병, the four 중대한 수술 and 중대한 화상 및 부식 as 10.5% of the three headline rates: [S4]'s published 3대-to-17대 office premium step of 5.30% divided by the 50.6% share the CI benefit takes of the risk premium at male 40 in [S3]'s 보장위험별 연간보험료 disclosure"
M,80,ltc,0.008565526,"[std] 장기요양 1·2등급 inception, 0.12% at 65 growing 14% a year, a placeholder for the construction LTC_KR_S owns; scaled so the 65+ mean is of the order of the 0.5% a year implied by [REG-R42]'s 154,688 1·2등급 인정자 against the 65+ population at an assumed three-year mean duration. Nil below 65: the 노인성 질병 route under 65 [REG-R55] is not modelled"
M,81,cancer,0.028724942,[std] extrapolation above [S3]'s age-60 anchor with the 40-to-60 log-slope decaying geometrically at 0.90 a year; continuing the undamped slope gives a cancer rate above 1 before age 100
M,81,ami,0.009759551,[std] extrapolation above [S3]'s age-60 anchor with the 40-to-60 log-slope decaying geometrically at 0.90 a year; continuing the undamped slope gives a cancer rate above 1 before age 100
M,81,stroke,0.007247358,[std] extrapolation above [S3]'s age-60 anchor with the 40-to-60 log-slope decaying geometrically at 0.90 a year; continuing the undamped slope gives a cancer rate above 1 before age 100
M,81,other,0.004801844,"[std] the five remaining 중대한 질병, the four 중대한 수술 and 중대한 화상 및 부식 as 10.5% of the three headline rates: [S4]'s published 3대-to-17대 office premium step of 5.30% divided by the 50.6% share the CI benefit takes of the risk premium at male 40 in [S3]'s 보장위험별 연간보험료 disclosure"
M,81,ltc,0.009764699,"[std] 장기요양 1·2등급 inception, 0.12% at 65 growing 14% a year, a placeholder for the construction LTC_KR_S owns; scaled so the 65+ mean is of the order of the 0.5% a year implied by [REG-R42]'s 154,688 1·2등급 인정자 against the 65+ population at an assumed three-year mean duration. Nil below 65: the 노인성 질병 route under 65 [REG-R55] is not modelled"
M,82,cancer,0.029063668,[std] extrapolation above [S3]'s age-60 anchor with the 40-to-60 log-slope decaying geometrically at 0.90 a year; continuing the undamped slope gives a cancer rate above 1 before age 100
M,82,ami,0.009856345,[std] extrapolation above [S3]'s age-60 anchor with the 40-to-60 log-slope decaying geometrically at 0.90 a year; continuing the undamped slope gives a cancer rate above 1 before age 100
M,82,stroke,0.007300496,[std] extrapolation above [S3]'s age-60 anchor with the 40-to-60 log-slope decaying geometrically at 0.90 a year; continuing the undamped slope gives a cancer rate above 1 before age 100
M,82,other,0.004853153,"[std] the five remaining 중대한 질병, the four 중대한 수술 and 중대한 화상 및 부식 as 10.5% of the three headline rates: [S4]'s published 3대-to-17대 office premium step of 5.30% divided by the 50.6% share the CI benefit takes of the risk premium at male 40 in [S3]'s 보장위험별 연간보험료 disclosure"
M,82,ltc,0.011131757,"[std] 장기요양 1·2등급 inception, 0.12% at 65 growing 14% a year, a placeholder for the construction LTC_KR_S owns; scaled so the 65+ mean is of the order of the 0.5% a year implied by [REG-R42]'s 154,688 1·2등급 인정자 against the 65+ population at an assumed three-year mean duration. Nil below 65: the 노인성 질병 route under 65 [REG-R55] is not modelled"
M,83,cancer,0.029371934,[std] extrapolation above [S3]'s age-60 anchor with the 40-to-60 log-slope decaying geometrically at 0.90 a year; continuing the undamped slope gives a cancer rate above 1 before age 100
M,83,ami,0.009944279,[std] extrapolation above [S3]'s age-60 anchor with the 40-to-60 log-slope decaying geometrically at 0.90 a year; continuing the undamped slope gives a cancer rate above 1 before age 100
M,83,stroke,0.007348653,[std] extrapolation above [S3]'s age-60 anchor with the 40-to-60 log-slope decaying geometrically at 0.90 a year; continuing the undamped slope gives a cancer rate above 1 before age 100
M,83,other,0.004899811,"[std] the five remaining 중대한 질병, the four 중대한 수술 and 중대한 화상 및 부식 as 10.5% of the three headline rates: [S4]'s published 3대-to-17대 office premium step of 5.30% divided by the 50.6% share the CI benefit takes of the risk premium at male 40 in [S3]'s 보장위험별 연간보험료 disclosure"
M,83,ltc,0.012690203,"[std] 장기요양 1·2등급 inception, 0.12% at 65 growing 14% a year, a placeholder for the construction LTC_KR_S owns; scaled so the 65+ mean is of the order of the 0.5% a year implied by [REG-R42]'s 154,688 1·2등급 인정자 against the 65+ population at an assumed three-year mean duration. Nil below 65: the 노인성 질병 route under 65 [REG-R55] is not modelled"
M,84,cancer,0.029652169,[std] extrapolation above [S3]'s age-60 anchor with the 40-to-60 log-slope decaying geometrically at 0.90 a year; continuing the undamped slope gives a cancer rate above 1 before age 100
M,84,ami,0.010024091,[std] extrapolation above [S3]'s age-60 anchor with the 40-to-60 log-slope decaying geometrically at 0.90 a year; continuing the undamped slope gives a cancer rate above 1 before age 100
M,84,stroke,0.007392266,[std] extrapolation above [S3]'s age-60 anchor with the 40-to-60 log-slope decaying geometrically at 0.90 a year; continuing the undamped slope gives a cancer rate above 1 before age 100
M,84,other,0.004942195,"[std] the five remaining 중대한 질병, the four 중대한 수술 and 중대한 화상 및 부식 as 10.5% of the three headline rates: [S4]'s published 3대-to-17대 office premium step of 5.30% divided by the 50.6% share the CI benefit takes of the risk premium at male 40 in [S3]'s 보장위험별 연간보험료 disclosure"
M,84,ltc,0.014466831,"[std] 장기요양 1·2등급 inception, 0.12% at 65 growing 14% a year, a placeholder for the construction LTC_KR_S owns; scaled so the 65+ mean is of the order of the 0.5% a year implied by [REG-R42]'s 154,688 1·2등급 인정자 against the 65+ population at an assumed three-year mean duration. Nil below 65: the 노인성 질병 route under 65 [REG-R55] is not modelled"
M,85,cancer,0.029906665,[std] extrapolation above [S3]'s age-60 anchor with the 40-to-60 log-slope decaying geometrically at 0.90 a year; continuing the undamped slope gives a cancer rate above 1 before age 100
M,85,ami,0.01009647,[std] extrapolation above [S3]'s age-60 anchor with the 40-to-60 log-slope decaying geometrically at 0.90 a year; continuing the undamped slope gives a cancer rate above 1 before age 100
M,85,stroke,0.007431739,[std] extrapolation above [S3]'s age-60 anchor with the 40-to-60 log-slope decaying geometrically at 0.90 a year; continuing the undamped slope gives a cancer rate above 1 before age 100
M,85,other,0.004980662,"[std] the five remaining 중대한 질병, the four 중대한 수술 and 중대한 화상 및 부식 as 10.5% of the three headline rates: [S4]'s published 3대-to-17대 office premium step of 5.30% divided by the 50.6% share the CI benefit takes of the risk premium at male 40 in [S3]'s 보장위험별 연간보험료 disclosure"
M,85,ltc,0.016492188,"[std] 장기요양 1·2등급 inception, 0.12% at 65 growing 14% a year, a placeholder for the construction LTC_KR_S owns; scaled so the 65+ mean is of the order of the 0.5% a year implied by [REG-R42]'s 154,688 1·2등급 인정자 against the 65+ population at an assumed three-year mean duration. Nil below 65: the 노인성 질병 route under 65 [REG-R55] is not modelled"
